type,name,description,url
url,Univision_WL2_358_vpn_univision_net,api,vpn.univision.net
url,Univision_WL2_359_w3_mp_lura_live,api,w3.mp.lura.live
url,Univision_WL2_360_wa_appsflyer_com,api,wa.appsflyer.com
url,Univision_WL2_361_wa_onelink_me,api,wa.onelink.me
url,Univision_WL2_362_wblt_ccms_teleperformance_com,api,wblt.ccms.teleperformance.com
url,Univision_WL2_363_webassets_zendesk_com,api,web-assets.zendesk.com
url,Univision_WL2_364_webeowebcontent_s3euwest1_amaz,api,webeo-web-content.s3-eu-west-1.amazonaws.com
url,Univision_WL2_365_websdk_appsflyer_com,api,websdk.appsflyer.com
url,Univision_WL2_366_websdk_control_kochava_com,api,web-sdk.control.kochava.com
url,Univision_WL2_367_widget_flowai_app,api,widget.flowai.app
url,Univision_WL2_368_workspace_google_com,api,workspace.google.com
url,Univision_WL2_369_wsmt1_pusher_com,api,ws-mt1.pusher.com
url,Univision_WL2_370_adobe_com,api,adobe.com
url,Univision_WL2_371_apple_com,api,apple.com
url,Univision_WL2_372_blim_com,api,blim.com
url,Univision_WL2_373_clarity_ms,api,clarity.ms
url,Univision_WL2_374_correctorortografico_com,api,correctorortografico.com
url,Univision_WL2_375_datadoghqbrowseragent_com,api,datadoghq-browser-agent.com
url,Univision_WL2_376_everestjs_net,api,everestjs.net
url,Univision_WL2_377_google_com,api,google.com
url,Univision_WL2_378_google_com_mx,api,google.com.mx
url,Univision_WL2_379_googleadservices_com,api,googleadservices.com
url,Univision_WL2_380_googleanalytics_com,api,google-analytics.com
url,Univision_WL2_381_googleapis_com,api,googleapis.com
url,Univision_WL2_382_googletagmanager_com,api,googletagmanager.com
url,Univision_WL2_383_googletagservices_com,api,googletagservices.com
url,Univision_WL2_384_gravatar_com,api,gravatar.com
url,Univision_WL2_385_gstatic_com,api,gstatic.com
url,Univision_WL2_386_instagram_com,api,instagram.com
url,Univision_WL2_387_linkedin_com,api,linkedin.com
url,Univision_WL2_388_msftconnecttest_com,api,msftconnecttest.com
url,Univision_WL2_389_onlinetoolz_com,api,online-toolz.com
url,Univision_WL2_390_seadc_ccms_teleperformance_com,api,seadc.ccms.teleperformance.com
url,Univision_WL2_391_server4you_com,api,server4you.com
url,Univision_WL2_392_spellboy_com,api,spellboy.com
url,Univision_WL2_393_surveymonkey_com,api,surveymonkey.com
url,Univision_WL2_394_telecommandsvc_microsoft_com,api,telecommandsvc.microsoft.com
url,Univision_WL2_395_teleperformance_com,api,teleperformance.com
url,Univision_WL2_396_twitter_com,api,twitter.com
url,Univision_WL2_397_vix_com,api,vix.com
url,Univision_WL2_398_wblt_ccms_teleperformance_com,api,wblt.ccms.teleperformance.com
url,Univision_WL2_399_youtube_com,api,youtube.com
url,Univision_WL2_400_zendesk_com_mx,api,zendesk.com.mx
url,Univision_WL2_401_zndsk_com,api,zndsk.com
url,Univision_WL2_402_www3_zoom_us,api,www3.zoom.us
url,Univision_WL2_403_x_bidswitch_net,api,x.bidswitch.net
url,Univision_WL2_404_x1_c_lencr_org,api,x1.c.lencr.org
url,Univision_WL2_405_x1_i_lencr_org,api,x1.i.lencr.org
url,Univision_WL2_406_yt3_ggpht_com,api,yt3.ggpht.com
url,Univision_WL2_407_z_moatads_com,api,z.moatads.com
url,Univision_WL2_408_zendesk_wistia_com,api,zendesk.wistia.com
url,Univision_WL2_409_zenmarketingdocumentation_s3_amaz,api,zen-marketing-documentation.s3.amazonaws.com
url,Univision_WL2_410_zoho_com,api,zoho.com
url,Univision_WL2_411_zohocal_com,api,zohocal.com
url,Univision_WL2_412_zoom_ada_support,api,zoom.ada.support
url,Univision_WL2_413_zoom_us,api,zoom.us
url,Univision_WL2_414_zoomprivacy_my_onetrust_com,api,zoom-privacy.my.onetrust.com
url,Univision_WL2_415_zsus4lc4_manageengine_com,api,zs-us4-lc4.manageengine.com
url,Univision_WL2_416_zsus4lcgiant_manageengine_com,api,zs-us4-lcgiant.manageengine.com
url,Univision_WL2_417_zuggy_com,api,zuggy.com
url,Univision_WL2_418_r3sn5axnug5hutl_gvt1_com,api,r3---sn-5axnug5-hutl.gvt1.com
url,Univision_WL2_419_vpnewr_univision_net,api,vpn-ewr.univision.net
url,Univision_WL2_420_vpnlax_univision_net,api,vpn-lax.univision.net
url,Univision_WL2_421_vpnmia_univision_net,api,vpn-mia.univision.net
