type,name,description,url
url,AVIS_WL_5_345_participant_connect_ap-northeast-1_,api,participant.connect.ap-northeast-1.amazonaws.com
url,AVIS_WL_5_346_turnNlb-3c6ddabcbeb821d8_elb_ap-nor,api,turnNlb-3c6ddabcbeb821d8.elb.ap-northeast-1.amazonaws.com
url,AVIS_WL_5_347_d13ljas036gz6c_cloudfront_net,api,d13ljas036gz6c.cloudfront.net
url,AVIS_WL_5_348_d1f0uslncy85vb_cloudfront_net,api,d1f0uslncy85vb.cloudfront.net
url,AVIS_WL_5_349_dd401jc05x2yk_cloudfront_net,api,dd401jc05x2yk.cloudfront.net
url,AVIS_WL_5_350_rtc_connect-telecom_us-east-1_amazo,api,rtc.connect-telecom.us-east-1.amazonaws.com
url,AVIS_WL_5_351execute-api_us-east-1_amazonaws_c,api,*.execute-api.us-east-1.amazonaws.com
url,AVIS_WL_5_352_participant_connect_us-east-1_amazo,api,participant.connect.us-east-1.amazonaws.com
url,AVIS_WL_5_353transport_connect_us-east-1_amazo,api,*.transport.connect.us-east-1.amazonaws.com
url,AVIS_WL_5_354_TurnNlb-d76454ac48d20c1e_elb_us-eas,api,TurnNlb-d76454ac48d20c1e.elb.us-east-1.amazonaws.com
url,AVIS_WL_5_355_dd401jc05x2yk_cloudfront_net,api,dd401jc05x2yk.cloudfront.net
url,AVIS_WL_5_356_d1f0uslncy85vb_cloudfront_net,api,d1f0uslncy85vb.cloudfront.net
url,AVIS_WL_5_357_d38fzyjx9jg8fj_cloudfront_net,api,d38fzyjx9jg8fj.cloudfront.net
url,AVIS_WL_5_358_d366s8lxuwna4d_cloudfront_net,api,d366s8lxuwna4d.cloudfront.net
url,AVIS_WL_5_359_d3h58onr8hrozw_cloudfront_net,api,d3h58onr8hrozw.cloudfront.net
url,AVIS_WL_5_360_d13ljas036gz6c_cloudfront_net,api,d13ljas036gz6c.cloudfront.net
url,AVIS_WL_5_361_d2g7up6vqvaq2o_cloudfront_net,api,d2g7up6vqvaq2o.cloudfront.net
url,AVIS_WL_5_362_d12o1dl1h4w0xc_cloudfront_net,api,d12o1dl1h4w0xc.cloudfront.net
url,AVIS_WL_5_363_d2190hliw27bb8_cloudfront_net,api,d2190hliw27bb8.cloudfront.net
url,AVIS_WL_5_364_d3mgrlqzmisce5_cloudfront_net,api,d3mgrlqzmisce5.cloudfront.net
url,AVIS_WL_5_365_d1n9s7btyr4f0n_cloudfront_net,api,d1n9s7btyr4f0n.cloudfront.net
url,AVIS_WL_5_366_d3tqoc05lsydd3_cloudfront_net,api,d3tqoc05lsydd3.cloudfront.net
url,AVIS_WL_5_367_dl32tyuy2mmv6_cloudfront_net,api,dl32tyuy2mmv6.cloudfront.net
url,AVIS_WL_5_368_d2p8ibh10q5exz_cloudfront_net,api,d2p8ibh10q5exz.cloudfront.net
url,AVIS_WL_5_369_d32i4gd7pg4909_cloudfront_net,api,d32i4gd7pg4909.cloudfront.net
url,AVIS_WL_5_370_d18af777lco7lp_cloudfront_net,api,d18af777lco7lp.cloudfront.net
url,AVIS_WL_5_371_d16q6638mh01s7_cloudfront_net,api,d16q6638mh01s7.cloudfront.net
url,AVIS_WL_5_372_d2c2t8mxjhq5z1_cloudfront_net,api,d2c2t8mxjhq5z1.cloudfront.net
url,AVIS_WL_5_373_d3qzmd7y07pz0i_cloudfront_net,api,d3qzmd7y07pz0i.cloudfront.net
url,AVIS_WL_5_374_dwcpoxuuza83q_cloudfront_net,api,dwcpoxuuza83q.cloudfront.net
url,AVIS_WL_5_375_d1whcm49570jjw_cloudfront_net,api,d1whcm49570jjw.cloudfront.net
url,AVIS_WL_5_376_d2wfbsypmqjmog_cloudfront_net,api,d2wfbsypmqjmog.cloudfront.net
url,AVIS_WL_5_377_s3-us-gov-east-1_amazonaws_comwarp,api,s3-us-gov-east-1.amazonaws.com/warp-drive-console-static-content-prod-osu/
url,AVIS_WL_5_378_s3-us-gov-west-1_amazonaws_comwarp,api,s3-us-gov-west-1.amazonaws.com/warp-drive-console-static-content-prod-pdt/
url,AVIS_WL_5_379_TurnNlb-8d79b4466d82ad0e_elb_us-wes,api,TurnNlb-8d79b4466d82ad0e.elb.us-west-2.amazonaws.com
url,AVIS_WL_5_380_TurnNlb-dbc4ebb71307fda2_elb_us-wes,api,TurnNlb-dbc4ebb71307fda2.elb.us-west-2.amazonaws.com
url,AVIS_WL_5_381_TurnNlb-d76454ac48d20c1e_elb_us-eas,api,TurnNlb-d76454ac48d20c1e.elb.us-east-1.amazonaws.com
url,AVIS_WL_5_382_TurnNlb-31a7fe8a79c27929_elb_us-eas,api,TurnNlb-31a7fe8a79c27929.elb.us-east-1.amazonaws.com
url,AVIS_WL_5_383_TurnNlb-7a9b8e750cec315a_elb_us-eas,api,TurnNlb-7a9b8e750cec315a.elb.us-east-1.amazonaws.com
url,AVIS_WL_5_384_TurnNlb-29b8f2824c2958b8_elb_af-sou,api,TurnNlb-29b8f2824c2958b8.elb.af-south-1.amazonaws.com
url,AVIS_WL_5_385_TurnNlb-3c6ddabcbeb821d8_elb_ap-nor,api,TurnNlb-3c6ddabcbeb821d8.elb.ap-northeast-1.amazonaws.com
url,AVIS_WL_5_386_TurnNlb-a2d59ac3f246f09a_elb_ap-nor,api,TurnNlb-a2d59ac3f246f09a.elb.ap-northeast-2.amazonaws.com
url,AVIS_WL_5_387_TurnNlb-261982506d86d300_elb_ap-sou,api,TurnNlb-261982506d86d300.elb.ap-southeast-1.amazonaws.com
url,AVIS_WL_5_388_TurnNlb-93f2de0c97c4316b_elb_ap-sou,api,TurnNlb-93f2de0c97c4316b.elb.ap-southeast-2.amazonaws.com
url,AVIS_WL_5_389_TurnNlb-b019de6142240b9f_elb_ca-cen,api,TurnNlb-b019de6142240b9f.elb.ca-central-1.amazonaws.com
url,AVIS_WL_5_390_TurnNlb-ea5316ebe2759cbc_elb_eu-cen,api,TurnNlb-ea5316ebe2759cbc.elb.eu-central-1.amazonaws.com
url,AVIS_WL_5_391_TurnNlb-1dc64a459ead57ea_elb_eu-wes,api,TurnNlb-1dc64a459ead57ea.elb.eu-west-2.amazonaws.com
url,AVIS_WL_5_392_password_tpnsr_com,api,password.tpnsr.com
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
url,,api,
